ticker,band,verdict,impact,entry,ceiling,trough,peak_et,liquidity_at_peak,6% target / 10% stop,6% target / 10% stop :why,no target / 10% stop,no target / 10% stop :why,trail 10%,trail 10% :why,trail 15%,trail 15% :why,trail 20%,trail 20% :why,trail 25%,trail 25% :why
ESI,mid,positive,high,44.310001373291016,-0.004175160630948027,-0.15154592517425491,2026-07-06 09:31:00-04:00,1571898.4133720398,-0.10155720741440755,stop,-0.10155720741440755,stop,-0.10155720741440755,stop,-0.15007901872662466,stop,-0.15075606333240954,time,-0.15075606333240954,time
AFBI,micro,neutral,low,22.670000076293945,0.014115557730361106,-0.003970011128584194,2026-07-28 10:11:00-04:00,9214.979816436768,0.014115557730361106,time,0.014115557730361106,time,0.014115557730361106,time,0.014115557730361106,time,0.014115557730361106,time,0.014115557730361106,time
ARCB,small,neutral,low,153.32000732421875,0.022828070915746235,-0.1114662847656942,2026-07-24 12:09:00-04:00,73078.12341308594,-0.10960740367715704,stop,-0.10960740367715704,stop,-0.07983306097344944,stop,-0.07813729724780505,time,-0.07813729724780505,time,-0.07813729724780505,time
AROW,small,neutral,low,40.23500061035156,0.021995732772662535,-0.06777683978669935,2026-07-28 09:31:00-04:00,23808.47938156128,0.0008698855941635664,time,0.0008698855941635664,time,0.0008698855941635664,time,0.0008698855941635664,time,0.0008698855941635664,time,0.0008698855941635664,time
ARQ,micro,neutral,low,2.3499999046325684,0.027659599939695356,-0.19540422299179006,2026-07-06 09:35:00-04:00,9640.689918994904,-0.10638298304062632,stop,-0.10638298304062632,stop,-0.07659567474185358,stop,-0.16391485960594576,stop,-0.17872339324640285,stop,-0.1617020814652983,time
AUB,mid,neutral,low,42.529998779296875,0.01481309866441638,-0.00881730568453587,2026-07-28 15:54:00-04:00,323754.46144866943,0.008934894874725874,time,0.008934894874725874,time,0.008934894874725874,time,0.008934894874725874,time,0.008934894874725874,time,0.008934894874725874,time
AZZ,mid,neutral,low,143.58999633789062,0.0724981121777657,-0.059823083480530004,2026-07-24 09:46:00-04:00,171556.0,0.06000000000000005,target,0.009645586746627188,time,-0.059823083480530004,stop,0.009645586746627188,time,0.009645586746627188,time,0.009645586746627188,time
BMRC,small,neutral,low,28.209999084472656,0.09429286923390445,-0.037398030204398025,2026-07-27 15:16:00-04:00,61585.65167427063,0.06000000000000005,target,0.027649794823100038,time,0.027649794823100038,time,0.027649794823100038,time,0.027649794823100038,time,0.027649794823100038,time
BNAI,micro,neutral,low,11.75,0.11319148286860048,-0.12851065777717752,2026-07-27 09:46:00-04:00,159383.73322677612,-0.10212764334171376,stop,-0.10212764334171376,stop,-0.08255321421521777,stop,-0.12680849115899273,stop,0.02340422285364019,time,0.02340422285364019,time
BPOP,mid,neutral,low,175.1199951171875,-0.0006852165402768673,-0.036546334370336164,2026-07-24 09:30:00-04:00,1994552.2929382324,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time
BSET,micro,neutral,low,22.059999465942383,-0.003626469884079664,-0.13191296091846016,2026-07-17 09:48:00-04:00,6110.439872741699,-0.10380775447044577,stop,-0.10380775447044577,stop,-0.10380775447044577,stop,-0.11174071678440034,time,-0.11174071678440034,time,-0.11174071678440034,time
CAG,mid,neutral,low,15.539999961853027,0.010296000502243885,-0.012870000627804856,2026-07-29 12:08:00-04:00,206116.59051418304,-0.006756727316221123,time,-0.006756727316221123,time,-0.006756727316221123,time,-0.006756727316221123,time,-0.006756727316221123,time,-0.006756727316221123,time
CARE,small,neutral,low,34.33000183105469,0.019225162021840658,-0.012234254623972873,2026-07-29 10:42:00-04:00,24405.570106506348,0.006990907397867785,time,0.006990907397867785,time,0.006990907397867785,time,0.006990907397867785,time,0.006990907397867785,time,0.006990907397867785,time
CCNE,small,neutral,low,33.31999969482422,0.0759303362085526,-0.018247235890027746,2026-07-29 14:47:00-04:00,18821.249198913574,0.06000000000000005,target,0.07503001269199716,time,0.07503001269199716,time,0.07503001269199716,time,0.07503001269199716,time,0.07503001269199716,time
CNOB,small,neutral,low,32.9900016784668,0.014549848978929747,-0.007729647018529184,2026-07-28 11:21:00-04:00,55527.00126647949,0.0025765104622028634,time,0.0025765104622028634,time,0.0025765104622028634,time,0.0025765104622028634,time,0.0025765104622028634,time,0.0025765104622028634,time
DIOD,mid,neutral,low,81.16000366210938,0.01071950564232993,-0.08403162908434858,2026-07-28 15:29:00-04:00,699692.5121841431,-0.029509661956546696,time,-0.029509661956546696,time,-0.029509661956546696,time,-0.029509661956546696,time,-0.029509661956546696,time,-0.029509661956546696,time
ESI,mid,neutral,low,37.91999816894531,0.036656204416276816,-0.1007383934409738,2026-07-22 10:13:00-04:00,177717.96760177612,-0.1007383934409738,stop,-0.1007383934409738,stop,-0.06751048740003018,stop,-0.06622624616467987,time,-0.06622624616467987,time,-0.06622624616467987,time
FMAO,small,neutral,low,30.3799991607666,0.18301512901694506,-0.07927909251388243,2026-07-29 09:53:00-04:00,20917.07920074463,0.06000000000000005,target,0.15865706831215154,time,-0.07927909251388243,stop,0.15865706831215154,time,0.15865706831215154,time,0.15865706831215154,time
FRAF,micro,neutral,low,61.91999816894531,0.04457367922880029,-0.03423770986072161,2026-07-29 14:59:00-04:00,24319.680114746094,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time
FRAF,micro,neutral,low,61.91999816894531,0.04457367922880029,-0.03423770986072161,2026-07-29 14:59:00-04:00,24319.680114746094,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time,0.04457367922880029,time
FRME,mid,neutral,low,43.619998931884766,0.03897296663381633,-0.09215957258598617,2026-07-16 15:54:00-04:00,301414.1670303345,-0.005043498656416734,time,-0.005043498656416734,time,-0.09215957258598617,stop,-0.005043498656416734,time,-0.005043498656416734,time,-0.005043498656416734,time
FSBC,small,neutral,low,48.63999938964844,0.02425987499964699,-0.08048932904305373,2026-07-21 14:31:00-04:00,58687.95964050293,-0.01541940808822495,time,-0.01541940808822495,time,-0.08048932904305373,stop,-0.01541940808822495,time,-0.01541940808822495,time,-0.01541940808822495,time
FSBC,small,neutral,low,48.36000061035156,0.03928862049631454,-0.07516546919671441,2026-07-16 12:35:00-04:00,82217.09924697876,-0.009718800967147168,time,-0.009718800967147168,time,-0.07516546919671441,stop,-0.009718800967147168,time,-0.009718800967147168,time,-0.009718800967147168,time
HBCP,small,neutral,low,69.12000274658203,0.04210063537445019,-0.03595484484746014,2026-07-28 11:47:00-04:00,12101.039794921875,0.03457753609199066,time,0.03457753609199066,time,0.03457753609199066,time,0.03457753609199066,time,0.03457753609199066,time,0.03457753609199066,time
HTB,small,neutral,low,47.66999816894531,0.08873512732142785,-0.010488777411485684,2026-07-29 14:47:00-04:00,76019.93955230713,0.06000000000000005,target,0.08139293511957524,time,0.08139293511957524,time,0.08139293511957524,time,0.08139293511957524,time,0.08139293511957524,time
HTB,small,neutral,low,50.540000915527344,0.026909390299075575,-0.06667991067540069,2026-07-29 14:47:00-04:00,76019.93955230713,0.019984137381028555,time,0.019984137381028555,time,0.019984137381028555,time,0.019984137381028555,time,0.019984137381028555,time,0.019984137381028555,time
JMSB,micro,neutral,low,23.43000030517578,0.01536494262324184,-0.007400805661446963,2026-07-28 13:54:00-04:00,32982.86095237732,0.006828845297828012,time,0.006828845297828012,time,0.006828845297828012,time,0.006828845297828012,time,0.006828845297828012,time,0.006828845297828012,time
KLRS,micro,neutral,low,4.804999828338623,0.3007284543776978,-0.32778353080809763,2026-07-17 11:19:00-04:00,1248045.105626583,-0.1040582763502158,stop,-0.1040582763502158,stop,-0.09044742808119433,stop,0.10301776900736992,stop,0.04058276350215828,stop,-0.03433922325655481,stop
LAZ,mid,neutral,low,43.724998474121094,0.03716409506478913,-0.0895368150360758,2026-07-15 15:57:00-04:00,1011444.7234039307,-0.0053744266176105615,time,-0.0053744266176105615,time,-0.07261290675492393,stop,-0.0053744266176105615,time,-0.0053744266176105615,time,-0.0053744266176105615,time
LKFN,small,neutral,low,60.6349983215332,0.0645667492141131,-0.010472471989954601,2026-07-28 09:55:00-04:00,46411.45219421387,0.06000000000000005,target,0.04518845146061046,time,0.04518845146061046,time,0.04518845146061046,time,0.04518845146061046,time,0.04518845146061046,time
MAIN,mid,neutral,low,51.130001068115234,0.10287498947097329,-0.0015646749341567956,2026-07-17 10:14:00-04:00,142051.6519241333,0.06000000000000005,target,0.07901421897973382,time,0.07901421897973382,time,0.07901421897973382,time,0.07901421897973382,time,0.07901421897973382,time
MNSB,micro,neutral,low,24.860000610351562,0.007039389893968018,-0.08407080053399618,2026-07-16 12:44:00-04:00,16523.099899291992,-0.05551090242293111,time,-0.05551090242293111,time,-0.05551090242293111,time,-0.05551090242293111,time,-0.05551090242293111,time,-0.05551090242293111,time
MNSB,micro,neutral,low,24.170000076293945,-0.00703351575330291,-0.0579230291316134,2026-07-21 10:40:00-04:00,14472.0,-0.028547808517980666,time,-0.028547808517980666,time,-0.028547808517980666,time,-0.028547808517980666,time,-0.028547808517980666,time,-0.028547808517980666,time
MSIF,small,neutral,low,11.489999771118164,0.029590962520515518,-0.06005218399722845,2026-07-13 09:36:00-04:00,10800.789930343628,-0.015230652238545028,time,-0.015230652238545028,time,-0.015230652238545028,time,-0.015230652238545028,time,-0.015230652238545028,time,-0.015230652238545028,time
NGS,small,neutral,low,40.099998474121094,0.05461352929525898,-0.13516205424404593,2026-07-14 09:32:00-04:00,9938.150215148926,-0.1059850414394099,stop,-0.1059850414394099,stop,-0.051122177433087224,stop,-0.1059850414394099,stop,-0.10623437615047371,time,-0.10623437615047371,time
NGS,small,neutral,low,36.150001525878906,0.04204693164337159,-0.040663932466248665,2026-07-27 09:59:00-04:00,12581.779388427734,-0.008575417986333767,time,-0.008575417986333767,time,-0.008575417986333767,time,-0.008575417986333767,time,-0.008575417986333767,time,-0.008575417986333767,time
OSBC,small,neutral,low,23.5,0.09212769853307856,-0.038297856107671224,2026-07-29 14:50:00-04:00,71635.84765434265,0.06000000000000005,target,0.08382975801508485,time,0.08382975801508485,time,0.08382975801508485,time,0.08382975801508485,time,0.08382975801508485,time
OSBC,small,neutral,low,22.6299991607666,0.13411409046901301,-0.0013256199915766542,2026-07-29 14:50:00-04:00,71635.84765434265,0.06000000000000005,target,0.1254971391033708,time,0.1254971391033708,time,0.1254971391033708,time,0.1254971391033708,time,0.1254971391033708,time
PEBO,small,neutral,low,40.56999969482422,0.042395889416843024,-0.0034508107148518707,2026-07-29 10:54:00-04:00,11206.850242614746,0.03475474138571388,time,0.03475474138571388,time,0.03475474138571388,time,0.03475474138571388,time,0.03475474138571388,time,0.03475474138571388,time
PLCE,micro,neutral,low,2.994999885559082,-0.0033388951069659445,-0.23272114020605095,2026-07-20 09:31:00-04:00,30860.960397720337,-0.10183634056523116,stop,-0.10183634056523116,stop,-0.10183634056523116,stop,-0.15525874188222522,stop,-0.2053421684867146,stop,-0.16527542720312305,time
PROF,micro,neutral,low,7.159999847412109,0.08659223123033044,-0.07472065067228717,2026-07-27 13:05:00-04:00,66775.74180078506,0.06000000000000005,target,0.02234641447752228,time,0.02234641447752228,time,0.02234641447752228,time,0.02234641447752228,time,0.02234641447752228,time
PVLA,small,neutral,low,146.77000427246094,0.07705932567527962,-0.17827010020773038,2026-07-17 11:01:00-04:00,199718.2061767578,0.06000000000000005,target,-0.10158753987927083,stop,-0.03698174361887485,stop,-0.08571234901445812,stop,-0.13926553005654907,stop,0.003883573269995777,time
RMBI,micro,neutral,low,15.454999923706055,0.03138140789850907,-0.0035522594398947893,2026-07-28 11:51:00-04:00,24754.819348335266,0.006793949946876765,time,0.006793949946876765,time,0.006793949946876765,time,0.006793949946876765,time,0.006793949946876765,time,0.006793949946876765,time
RWT,small,neutral,low,4.635000228881836,0.1359222451981934,-0.018338734401201595,2026-07-16 15:40:00-04:00,89956.52391433716,0.06000000000000005,target,0.0765910517165107,time,0.0765910517165107,time,0.0765910517165107,time,0.0765910517165107,time,0.0765910517165107,time
SLNG,micro,neutral,low,3.9600000381469727,0.2853282746851731,-0.14141412560227784,2026-07-23 09:54:00-04:00,60124.16795825958,-0.10606062430506402,stop,-0.10606062430506402,stop,-0.07828281307911333,stop,-0.12878787513898715,stop,0.22727274916607687,time,0.22727274916607687,time
SRXH,small,neutral,low,2.25,0.14897780948215056,-0.21555556191338432,2026-07-17 10:01:00-04:00,514781.6257958412,0.06000000000000005,target,-0.10222223069932723,stop,-0.039999961853027344,stop,-0.09777779049343538,stop,-0.08888891008165145,stop,-0.15111112594604492,stop
SSB,mid,neutral,low,100.73999786376953,0.035735542490177075,-0.038614249276725965,2026-07-16 13:51:00-04:00,119677.97579956055,0.008487228261507607,time,0.008487228261507607,time,0.008487228261507607,time,0.008487228261507607,time,0.008487228261507607,time,0.008487228261507607,time
SSII,small,neutral,low,3.700000047683716,0.12059462881610683,-0.09189193194760592,2026-07-28 10:06:00-04:00,11493.790318489075,0.06000000000000005,target,0.07837836705828538,time,-0.05405406624492348,stop,0.07837836705828538,time,0.07837836705828538,time,0.07837836705828538,time
SSII,small,neutral,low,3.690000057220459,0.12363146768536648,-0.08943093685836168,2026-07-28 10:06:00-04:00,11493.790318489075,0.06000000000000005,target,0.08130079882499053,time,-0.05149052961359002,stop,0.08130079882499053,time,0.08130079882499053,time,0.08130079882499053,time
SSII,small,neutral,low,3.6700000762939453,0.12975479396737333,-0.08446871246693977,2026-07-28 10:06:00-04:00,11493.790318489075,0.06000000000000005,target,0.08719344048786537,time,-0.08446871246693977,stop,0.08719344048786537,time,0.08719344048786537,time,0.08719344048786537,time
TEX,mid,neutral,low,64.01499938964844,0.11692573118358762,-0.006482869944297032,2026-07-27 09:33:00-04:00,36393.5,0.06000000000000005,target,0.04288061817939992,time,0.00499882368000093,stop,0.04288061817939992,time,0.04288061817939992,time,0.04288061817939992,time
UPLD,small,neutral,low,5.239999771118164,0.08646950844638801,-0.2328243976108637,2026-07-15 15:21:00-04:00,4429.231781005859,-0.1183014841284199,stop,-0.1183014841284199,stop,-0.1183014841284199,stop,-0.08206103952689014,stop,-0.1660114098764992,stop,-0.19274805270252027,stop
USCB,small,neutral,low,22.9950008392334,-0.0004348870848821518,-0.038051748991767886,2026-07-28 14:08:00-04:00,10182.355270385742,-0.028049594878169826,time,-0.028049594878169826,time,-0.028049594878169826,time,-0.028049594878169826,time,-0.028049594878169826,time,-0.028049594878169826,time
WAFD,mid,neutral,low,36.72999954223633,0.005309003464592621,-0.004900634560825345,2026-07-29 09:32:00-04:00,39768.22417831421,-0.002041948376645286,time,-0.002041948376645286,time,-0.002041948376645286,time,-0.002041948376645286,time,-0.002041948376645286,time,-0.002041948376645286,time
AFBI,micro,positive,low,22.760000228881836,0.010105427940394485,0.0,2026-07-28 10:11:00-04:00,9214.979816436768,0.010105427940394485,time,0.010105427940394485,time,0.010105427940394485,time,0.010105427940394485,time,0.010105427940394485,time,0.010105427940394485,time
ARCB,small,positive,low,148.21499633789062,0.0015181061908382532,-0.08086226702073362,2026-07-29 09:31:00-04:00,181839.00299072266,-0.04638531977106308,time,-0.04638531977106308,time,-0.04638531977106308,time,-0.04638531977106308,time,-0.04638531977106308,time,-0.04638531977106308,time
AVNS,small,positive,low,24.924999237060547,0.0030090577827555087,-0.00040113628241711385,2026-07-21 15:07:00-04:00,2380248.9349193573,0.002607844976820317,time,0.002607844976820317,time,0.002607844976820317,time,0.002607844976820317,time,0.002607844976820317,time,0.002607844976820317,time
AXTA,mid,positive,low,31.979999542236328,0.12507817564903823,-0.01438396157151689,2026-07-28 10:25:00-04:00,84721.75784301758,0.06000000000000005,target,0.09881175399138642,time,0.09881175399138642,time,0.09881175399138642,time,0.09881175399138642,time,0.09881175399138642,time
BMRC,small,positive,low,29.979999542236328,0.029686501353785033,-0.04202802695532826,2026-07-27 15:16:00-04:00,61585.65167427063,-0.03302200754617879,time,-0.03302200754617879,time,-0.03302200754617879,time,-0.03302200754617879,time,-0.03302200754617879,time,-0.03302200754617879,time
BPOP,mid,positive,low,175.1199951171875,-0.0006852165402768673,-0.036546334370336164,2026-07-24 09:30:00-04:00,1994552.2929382324,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time,-0.012848332930196493,time
CAC,small,positive,low,55.869998931884766,0.06156970664656569,-0.017003772706308262,2026-07-29 14:44:00-04:00,114764.65335845947,0.06000000000000005,target,0.05387510638581161,time,0.05387510638581161,time,0.05387510638581161,time,0.05387510638581161,time,0.05387510638581161,time
CCRN,small,positive,low,13.25,0.0007547342552329805,-0.001962265878353464,2026-07-20 11:37:00-04:00,425669.5,0.0,time,0.0,time,0.0,time,0.0,time,0.0,time,0.0,time
CIVB,small,positive,low,28.854999542236328,0.02564546119763378,-0.019060795210046333,2026-07-29 14:00:00-04:00,125224.88064575195,0.02269972958019828,time,0.02269972958019828,time,0.02269972958019828,time,0.02269972958019828,time,0.02269972958019828,time,0.02269972958019828,time
FNWD,micro,positive,low,36.9900016784668,0.2143821608717269,-0.04676948576460027,2026-07-24 14:15:00-04:00,12128.399505615234,0.06000000000000005,target,0.2108677719147336,time,-0.04676948576460027,stop,0.2108677719147336,time,0.2108677719147336,time,0.2108677719147336,time
JMSB,micro,positive,low,22.889999389648438,0.03931854739523999,-0.05422886451008224,2026-07-28 13:54:00-04:00,32982.86095237732,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time
JMSB,micro,positive,low,22.889999389648438,0.03931854739523999,-0.05422886451008224,2026-07-28 13:54:00-04:00,32982.86095237732,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time,0.030581073901470468,time
