ticker,cik,entity,revenue,concept,period,market_cap,as_of,rev_per_cap
A,0001090872,"Agilent Technologies, Inc.",6948000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,40937459928.450714,2025-11-19,0.16972230353674872
AA,0001675149,ALCOA CORP,12831000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6002680424.637268,2024-07-28,2.1375450785846817
AAAU,0001708646,,,,,1916194966.4414825,2025-10-30,
AACG,0001420529,ATA Creativity Global,38339631.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,63995782.0,2025-03-31,0.5990962185601545
AAL,0000006201,American Airlines Group Inc.,54633000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7845364908.224248,2025-10-16,6.963729621133181
AAME,0000008177,ATLANTIC AMERICAN CORP,188227000.0,Revenues,CY2024,58540042.0257225,2025-10-29,3.2153547125451847
AAMI,0001748824,Acadian Asset Management Inc.,563700000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1655226662.575714,2025-11-03,0.340557588120784
AAOI,0001158114,"Applied Optoelectronics, Inc.",455715000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2060171128.926651,2025-11-03,0.22120249798735286
AAON,0000824142,"AAON, INC.",1442076000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,7619856904.316437,2025-11-05,0.18925237286058536
AAP,0001158449,"ADVANCE AUTO PARTS, INC.",8601000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3391790962.7607346,2025-08-18,2.535828444156019
AAPG,0002023311,,,,,8497704443.546843,2025-05-30,
AAPI,0001134982,"APPLE iSPORTS GROUP, INC.",0.0,Revenues,CY2025,1098927385.0,2025-08-18,0.0
AAPL,0000320193,Apple Inc.,416161000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3672254460210.7236,2025-10-16,0.11332575247961428
AAQL,0001672571,Antiaging Quantum Living Inc.,1034385.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17166139.00631666,2025-11-12,0.06025728905139211
AARD,0001774857,"AARDVARK THERAPEUTICS, INC.",0.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,226949501.60767078,2025-10-30,0.0
AASP,0000930245,,,,,51860798.66635132,2025-11-11,
AAT,0001500217,"AMERICAN ASSETS TRUST, INC.",39914000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1168013575.5278435,2025-10-30,0.034172548021937366
AATC,0000943034,,,,,23415370.897424698,2023-02-14,
AAUAF,0001015647,,,,,10977712.394629002,2025-03-31,
AAUC,0001993344,,,,,,,
AB,0000825313,,,,,3566025381.729786,2025-12-29,
ABAT,0001576873,AMERICAN     BATTERY TECHNOLOGY COMPANY,4290224.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,482811789.93252563,2025-12-14,0.008885913909847916
ABBV,0001551152,AbbVie Inc.,61160000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,402828276275.14685,2025-10-27,0.15182648190820006
ABCB,0000351569,,,,,4912190242.139404,2025-11-02,
ABCL,0001703057,AbCellera Biologics Inc.,75128000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1658522724.1478548,2025-11-02,0.045298143285073526
ABCP,0000020639,,,,,22933317.88128814,2025-10-29,
ABEO,0000318306,ABEONA THERAPEUTICS INC.,5820000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,214857081.34418154,2025-11-06,0.0270877737125959
ABEV,0001565025,,,,,36715340390.66615,2025-03-31,
ABG,0001144980,"ASBURY AUTOMOTIVE GROUP, INC",17999000000.0,Revenues,CY2025,4705380528.539703,2025-10-26,3.825195409984391
ABIT,0001095146,Athena Bitcoin Global,234597000.0,Revenues,CY2025,69615166.04826464,2025-08-31,3.369912237763714
ABLZF,0001091587,,,,,86090463750.5,2024-03-30,
ABM,0000771497,ABM INDUSTRIES INC,8745900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2690617262.208042,2025-12-03,3.2505180587530758
ABOS,0001576885,,,,,115089506.05581701,2025-11-06,
ABPO,0001893219,"Abpro Holdings, Inc.",183000.0,Revenues,CY2024,450536659.36565304,2025-11-09,0.0004061822632983085
ABR,0001253986,,,,,2242234457.897133,2025-10-23,
ABSI,0001672688,ABSCI CORP,2800000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,653413950.278491,2025-10-29,0.004285185522602654
ABT,0000001800,Abbott Laboratories,44328000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,216611277907.1284,2025-12-29,0.20464308427655153
ABTC,0001755953,American Bitcoin Corp.,185164000.0,Revenues,CY2025,6123237671.007111,2025-11-12,0.030239557885648007
ABTS,0001864055,ABITS GROUP INC,9128666.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7134118.367396593,2025-03-31,1.2795787131481622
ABUS,0001447028,Arbutus Biopharma Corp,14083000.0,Revenues,CY2025,906734831.0063624,2025-11-02,0.015531552906564347
ABVC,0001173313,"ABVC BioPharma, Inc.",296000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,67094196.15487671,2025-11-10,0.004411707971233893
ABVX,0001956827,,,,,395923981.25,2025-03-31,
ABX,0001814287,"Abacus Global Management, Inc.",235237636.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,492531950.92510986,2025-10-30,0.4776088851863505
ACA,0001739445,"Arcosa, Inc.",2883400000.0,Revenues,CY2025,4453277614.473175,2025-10-13,0.6474781609457572
ACAD,0001070494,ACADIA PHARMACEUTICALS INC,1071505000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3816270557.9889297,2025-10-28,0.2807728078285555
ACAT,0001781726,,,,,64482322.581502676,2024-07-14,
ACB,0001683541,,,,,233372064.01291418,2025-06-29,
ACBM,0001622996,"ACRO BIOMEDICAL CO., LTD.",0.0,Revenues,CY2025,42029.398501385,2025-10-09,0.0
ACCL,0002038378,ACCO GROUP HOLDINGS LIMITED,4852182.0,Revenues,CY2025,,,
ACCO,0000712034,ACCO Brands Corporation,1524700000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,362332772.9008584,2025-10-22,4.208010188515817
ACCS,0000843006,ACCESS Newswire Inc.,22619000.0,Revenues,CY2025,34432549.92416,2025-11-10,0.6569074915979172
ACDC,0001881487,ProFrac Holding Corp.,1941800000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,876732578.3218789,2025-11-02,2.214814469101544
ACEL,0001698991,"Accel Entertainment, Inc.",1330960000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,840409228.4488735,2025-10-30,1.5837046464334121
ACET,0001720580,,,,,972404164.127037,2025-11-03,
ACFN,0000880984,"ACORN ENERGY, INC.",11478000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,60484819.963378906,2025-11-03,0.18976662255007887
ACGL,0000947484,ARCH CAPITAL GROUP LTD.,19929000000.0,Revenues,CY2025,32335806131.00441,2025-10-30,0.6163136901322388
ACH,0000075252,"Accendra Health, Inc.",2762032000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,403214504.21353006,2025-10-29,6.85003136329965
ACHC,0001520697,"ACADIA HEALTHCARE COMPANY, INC.",3312769000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1967905826.2015991,2025-11-03,1.6833981361771875
ACHR,0001824502,Archer Aviation Inc.,300000.0,Revenues,CY2025,6721174001.431601,2025-11-03,4.463505928221772e-05
ACHV,0000949858,,,,,251947483.46725082,2025-11-05,
ACI,0001646972,"Albertsons Companies, Inc.",83172500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9431610332.008839,2026-01-08,8.818483490325145
ACIC,0001401521,American Coastal Insurance Corporation,335439000.0,Revenues,CY2025,577381183.1209946,2025-11-02,0.5809662832910615
ACIU,0001651625,,,,,187767405.468794,2025-03-31,
ACIW,0000935036,"ACI WORLDWIDE, INC.",1759782000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4915038451.951023,2025-11-02,0.3580403321771481
ACLS,0001113232,AXCELIS TECHNOLOGIES INC,839048000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2571319387.3406982,2025-10-30,0.326310299735949
ACM,0000868857,AECOM,16139622000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,17678904995.609207,2025-10-29,0.9129310895673963
ACMR,0001680062,"ACM Research, Inc.",901309000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,87706459.70291615,2019-06-06,10.276426651502756
ACNB,0000715579,ACNB CORPORATION,191821000.0,Revenues,CY2025,461621937.8276825,2025-10-29,0.4155370104433908
ACNT,0000095953,Ascent Industries Co.,74942000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,113914902.89055634,2025-11-02,0.6578770476765492
ACOG,0001655923,Alpha Cognition Inc.,10220275.0,Revenues,CY2025,98904014.5905447,2025-11-12,0.10333528969790744
ACON,0001635077,"ACLARION, INC.",75730.0,Revenues,CY2025,4015448.0338921547,2025-11-12,0.01885966381853416
ACQC,0001860484,,,,,54041749.14486122,2024-02-18,
ACR,0001332551,ACRES COMMERCIAL REALTY CORP.,79946000.0,Revenues,CY2025,155952594.0,2025-11-02,0.5126301393871012
ACRE,0001529377,ARES COMMERCIAL REAL ESTATE CORPORATION,54833000.0,Revenues,CY2025,243673704.34770536,2025-10-29,0.2250263324341191
ACRG,0000773717,,,,,27824472.0,2025-10-26,
ACRL,0001584618,,,,,180818.8234321322,2018-03-08,
ACRS,0001557746,"Aclaris Therapeutics, Inc.",7826000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,253497380.82177114,2025-10-29,0.03087211384445152
ACRV,0001781174,,,,,62911290.0,2025-11-06,
ACT,0001823529,"Enact Holdings, Inc.",1235827000.0,Revenues,CY2025,5152371002.31514,2025-10-29,0.2398559807600617
ACTG,0000934549,ACACIA RESEARCH CORP,285232000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,334664128.4693134,2025-11-02,0.8522933165995231
ACTU,0001652935,,,,,128412708.71704912,2025-11-11,
ACU,0000002098,ACME UNITED CORP,196541816.0,Revenues,CY2025,145587335.4805603,2025-10-30,1.3499925343866428
ACUT,0001850767,,,,,32948146.583614588,2025-08-18,
ACVA,0001637873,ACV Auctions Inc.,759606000.0,Revenues,CY2025,1561011534.947075,2025-11-02,0.4866113945953346
ACXP,0001736243,,,,,7495985.780227184,2025-11-09,
ADAG,0001818838,Adagene Inc.,7670902.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,89508153.75682068,2025-03-31,0.0857005946166716
ADAM,0001273685,,,,,624069615.6591797,2025-10-23,
ADAPY,0001621227,ADAPTIMMUNE THERAPEUTICS PLC,178032000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,54070527.5024849,2025-11-09,3.29258855467645
ADBE,0000796343,ADOBE INC.,23769000000.0,Revenues,CY2025,148942064978.02734,2025-12-18,0.15958554088468235
ADC,0000917251,AGREE REALTY CORPORATION,718398000.0,Revenues,CY2025,8193716146.237816,2025-10-28,0.08767670092279874
ADCT,0001771910,ADC Therapeutics SA,81357000.0,Revenues,CY2025,520872211.72453403,2025-10-30,0.15619378067921594
ADEA,0001803696,ADEIA INC.,443386000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1839579784.9833527,2025-10-22,0.24102569707462426
ADGM,0002006986,"ADAGIO MEDICAL HOLDINGS, INC.",0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,13997224.553397596,2025-11-09,0.0
ADI,0000006281,"Analog Devices, Inc.",11019707000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,115181528632.80615,2025-10-31,0.09567251911658822
ADIL,0001513525,,,,,180082773.75,2025-11-06,
ADM,0000007084,ARCHER-DANIELS-MIDLAND CO,24956000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,30427816588.146744,2025-10-26,0.8201705806824697
ADMA,0001368514,"ADMA BIOLOGICS, INC.",510173000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3643891188.366474,2025-10-30,0.14000774820850406
ADMG,0001171008,,,,,15244250.615391955,2024-02-15,
ADMQ,0001588014,"ADM ENDEAVORS, INC.",5624053.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,6294546.699305914,2025-11-12,0.8934802248143067
ADMT,0000849401,"ADM TRONICS UNLIMITED, INC.",3347082.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,7434734.079714119,2025-11-17,0.4501952543444166
ADNH,0001744494,"Advent Technologies Holdings, Inc.",3276000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2024,9025566.985589981,2025-09-25,0.36296888663397975
ADNT,0001670541,Adient plc,14535000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1533164563.3165798,2025-12-29,9.480391308130372
ADP,0000008670,"AUTOMATIC DATA PROCESSING, INC.",20560900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,105930932432.82257,2025-10-30,0.19409722474631244
ADPT,0001478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,276976000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2558201655.8242226,2025-10-29,0.10826980717857505
ADSE,0001879248,,,,,785437740.0,2025-03-31,
ADSK,0000769397,"AUTODESK, INC.",7206000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,61738051300.04883,2025-11-24,0.11671894153216172
ADT,0001703056,ADT Inc.,5128607000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5447216574.553505,2020-10-27,0.9415096554005437
ADTI,0001420924,,,,,,,
ADTN,0000926282,"ADTRAN Holdings, Inc.",1083807000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,812529464.5125217,2025-10-29,1.3338679362849095
ADTX,0001726711,"Aditxt, Inc.",3195.0,Revenues,CY2025,6352871342.39502,2025-11-11,5.029221949889972e-07
ADUR,0001863934,,,,,340847685.55791855,2025-08-29,
ADUS,0001468328,Addus HomeCare Corp,1422530000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2235743232.0876694,2025-10-27,0.6362671614448697
ADV,0001776661,Advantage Solutions Inc.,3542642000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,10348813154.25,2025-11-03,0.34232350581623217
ADVB,0001941029,,,,,126377603.30200195,2026-01-06,
ADXN,0001574232,,,,,941670412.0359535,2025-03-31,
AEBI,0002048519,Aebi Schmidt Holding AG,1526625000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,503992511.4342327,2025-09-21,3.0290628637628343
AEE,0001002910,Ameren Corporation,8799000000.0,Revenues,CY2025,27657526082.949768,2025-10-29,0.318141252894791
AEHL,0001470683,,,,,31056109.621037006,2025-12-29,
AEHR,0001040470,AEHR TEST SYSTEMS,50001000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,610334045.1786423,2025-12-30,0.08192398964957774
AEI,0001750106,ALSET INC.,4470875.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,103545228.75451756,2025-11-12,0.043177991432125175
AEIS,0000927003,ADVANCED ENERGY INDUSTRIES INC,1798800000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7847653604.912415,2025-10-29,0.22921501006033201
AEM,0000002809,,,,,54392497474.438324,2025-03-31,
AEMD,0000882291,,,,,20165465.293109894,2025-09-22,
AENT,0001823584,ALLIANCE ENTERTAINMENT HOLDING CORPORATION,1063457000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,84545076.50000215,2024-08-07,12.578579901101314
AEO,0000919012,"AMERICAN EAGLE OUTFITTERS, INC.",5547236000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4094613251.2381134,2025-12-04,1.3547643353917853
AEON,0001837607,,,,,1134104.1453495026,2025-11-06,
AEP,0000004904,AMERICAN ELECTRIC POWER CO INC.,21702000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,61560225495.34282,2025-10-28,0.3525328217266165
AER,0001378789,AerCap Holdings N.V.,8516668000.0,Revenues,CY2025,19083641756.2397,2025-03-31,0.44628106672644596
AERA,0001605331,AB International Group Corp.,1180300.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3212506576.2700777,2025-10-13,0.00036740780819518275
AERG,0000879911,"Applied Energetics, Inc.",461727.0,Revenues,CY2025,363611324.54865205,2025-11-10,0.0012698366877685623
AERO,0001561861,,,,,,,
AERT,0001853044,"Aeries Technology, Inc.",70014000.0,Revenues,CY2025,247079749.4476204,2025-09-29,0.28336599885877173
AES,0000874761,AES CORP,12233000000.0,Revenues,CY2025,10296236722.602535,2025-10-28,1.1881039965938076
AESI,0001984060,Atlas Energy Solutions Inc.,1095310000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1496004504.7010727,2025-10-29,0.7321568862647654
AETN,0000764630,"SHOREPOWER TECHNOLOGIES, INC.",203655.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1721657.1473299116,2025-08-18,0.11829010225168526
AEVA,0001789029,"AEVA TECHNOLOGIES, INC.",18079000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,975032422.2977638,2025-10-29,0.018541947515340038
AEYE,0001362190,"AudioEye, Inc.",40311000.0,Revenues,CY2025,175071923.13017178,2025-10-26,0.23025393951963066
AFBI,0001823406,,,,,115528871.7605896,2025-11-06,
AFCG,0001822523,ADVANCED FLOWER CAPITAL INC.,24563601.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,73206313.05547833,2025-11-11,0.33553938143811224
AFG,0001042046,"AMERICAN FINANCIAL GROUP, INC.",8174000000.0,Revenues,CY2025,10925510235.690445,2025-10-30,0.7481572781194176
AFJK,0001979005,,,,,74685141.4323721,2025-11-11,
AFL,0000004977,Aflac Incorporated,17164000000.0,Revenues,CY2025,57323239261.41762,2025-10-26,0.2994248095737416
AFRI,0001903870,FORAFRIC GLOBAL PLC,176488000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,231353701.46214294,2025-03-31,0.7628492601787019
AG,0001308648,,,,,2019799579.495614,2025-03-31,
AGCO,0000880266,AGCO CORP /DE,10082000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,8108979931.456284,2025-10-26,1.243312979588221
AGEN,0001098972,AGENUS INC,114196000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,117578560.34327888,2025-11-05,0.9712314869870556
AGI,0001178819,,,,,11240561367.526075,2025-03-31,
AGIG,0001156041,"ABUNDIA GLOBAL IMPACT GROUP, INC.",410632.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,178011121.16591454,2025-11-12,0.002306777224425614
AGIO,0001439222,"AGIOS PHARMACEUTICALS, INC.",54028000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,2445492901.485588,2025-10-23,0.02209288768214337
AGL,0001831097,"agilon health, inc.",5932576000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,8951540176.489885,2025-10-29,0.6627436042326189
AGLY,0001673504,,,,,1238138471.2004662,2025-06-23,
AGMB,0002020932,,,,,,,
AGNC,0001423689,,,,,10479830041.028381,2025-10-29,
AGNT,0001495932,"eXp World Holdings, Inc.",4772311000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1470828100.594841,2025-12-29,3.244642251579198
AGO,0001273813,ASSURED GUARANTY LTD.,0.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3905876520.505951,2025-11-04,0.0
AGPU,0001446159,Axe Compute Inc.,125284.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,68622304.77756596,2025-11-06,0.0018257037621528258
AGQ,0001415311,,,,,11558993315.861206,2025-11-03,
AGRO,0001499505,,,,,1117600696.7234974,2025-03-31,
AGRZ,0002009233,,,,,,,
AGSS,0001514443,"AMERIGUARD SECURITY SERVICES, INC.",23531638.0,Revenues,CY2025,2108624.160151206,2025-12-29,11.159711837083657
AGTX,0001603345,,,,,1722878.9515103213,2025-11-20,
AGX,0000100591,"Argan, Inc.",944606000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5256961609.060669,2025-11-27,0.1796866841051147
AGYS,0000078749,"AGILYSYS, INC.",319312000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,3062273128.4201813,2025-10-16,0.1042728674449533
AHCO,0001725255,AdaptHealth Corp.,3244857000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1210914988.843999,2025-10-30,2.6796736599137367
AHG,0001702318,Akso Health Group,13831904.0,Revenues,CY2025,2003256134.4554996,2025-06-29,0.006904710666846213
AHL-PD,0001267395,ASPEN INSURANCE HOLDINGS LIMITED,3219600000.0,Revenues,CY2025,1162619900.75,2025-04-02,2.7692627641442
AHNRF,0001304409,,,,,77150029.36609986,2025-07-07,
AHR,0001632970,"American Healthcare REIT, Inc.",2094506000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,7639828193.83493,2025-11-02,0.2741561651465136
AHRO,0001338929,"AUTHENTIC HOLDINGS, INC.",398600.0,Revenues,CY2024,2335501.3919303585,2025-11-16,0.17066999034008098
AHRT,0001569187,"AH REALTY TRUST, INC.",209935000.0,Revenues,CY2025,517024270.5109215,2025-10-30,0.4060447680580701
AHT,0001232582,"ASHFORD HOSPITALITY TRUST, INC.",1104388000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,27042970.194301605,2025-11-10,40.838265621899495
AIBT,0001763329,"AIBOTICS, INC.",2183.0,Revenues,CY2025,364618.43644813774,2025-11-17,0.005987080689789814
AIEV,0001912582,,,,,9194205.982758522,2025-11-10,
AIFA,0001708341,"All In FutureTech Alliance, Inc.",7975219.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,213057818.2087326,2025-10-01,0.037432181869931115
AIFC,0000862861,ALT5 Sigma Corporation,24840000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,239088289.04647064,2025-11-06,0.10389467463699967
AIFF,0000803578,"FIREFLY NEUROSCIENCE, INC.",1142000.0,Revenues,CY2025,21294740.067036867,2025-11-06,0.05362826671774011
AIFU,0001413855,AIFU Inc.,79588000.0,Revenues,CY2025,2155048749600.0,2024-03-30,3.693095110482878e-05
AIG,0000005272,"American International Group, Inc.",26775000000.0,Revenues,CY2025,43317562384.04846,2025-10-30,0.6181095732630559
AIHS,0001711012,SENMIAO TECHNOLOGY LIMITED,1546127.0,Revenues,CY2025,25157833.208613396,2025-10-05,0.06145708126686546
AII,0002007587,"American Integrity Insurance Group, Inc.",276485000.0,Revenues,CY2025,384980553.0432224,2025-09-07,0.7181791335027735
AIJTY,0001713923,Jianpu Technology Inc.,139963000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,,,
AIM,0000946644,AIM IMMUNOTECH INC.,88000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4124771.273426056,2025-11-10,0.021334516308078037
AIMD,0001014763,"AINOS, INC.",124157.0,Revenues,CY2025,14532525.786950111,2025-11-11,0.008543387558375451
AIN,0000819793,ALBANY INTERNATIONAL CORP.,1182813000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1647574954.9865723,2025-10-13,0.717911495571162
AIOS,0001603993,AIOS Tech Inc.,5067754.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,5143371450.0,2018-03-31,0.0009852980771979827
AIOT,0001774170,"POWERFLEET, INC.",443777000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,742873941.8345709,2025-09-23,0.5973786062599888
AIP,0001667011,"Arteris, Inc.",70579000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,610746798.4242783,2025-10-27,0.11556180103128373
AIR,0000001750,AAR CORP,3308000000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,3004920343.048027,2025-11-29,1.1008611285331262
AIRE,0001859199,reAlpha Tech Corp.,4518498.0,Revenues,CY2025,1212498971.4788265,2025-11-12,0.0037265994498032486
AIRG,0001272842,"AIRGAIN, INC.",51779000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,49398633.88518572,2025-10-28,1.0481868814499369
AIRI,0001009891,AIR INDUSTRIES GROUP,47921000.0,Revenues,CY2025,14840776.439402103,2025-11-10,3.2290089535187834
AIRJ,0001855474,,,,,305219956.1779375,2025-10-30,
AIRO,0001927958,"AIRO Group Holdings, Inc.",90907000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,373749527.9880953,2025-11-11,0.24322973861493566
AIRS,0001870940,"AirSculpt Technologies, Inc.",151818000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,680559679.1823006,2025-10-29,0.22307815852742097
AIRT,0000353184,"Air T, Inc.",327090000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,59133739.05185509,2025-08-29,5.531360019584942
AISP,0001842566,"AIRSHIP AI HOLDINGS, INC.",15321349.0,Revenues,CY2025,141677506.94586754,2025-11-03,0.10814242380658219
AIT,0000109563,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",4563424000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,9661356805.025421,2025-10-30,0.4723377981057799
AITX,0001498148,ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC.,7745336.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,1829745404.0653307,2025-10-09,0.004233012955131027
AIV,0000922864,Apartment Investment and Management Company,138486000.0,Revenues,CY2025,751508908.4222798,2025-11-06,0.18427725666052042
AIXC,0001460702,,,,,6770866.28164053,2025-09-24,
AIXI,0001935172,XIAO-I CORPORATION,12327684.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,2741227557.9007263,2025-03-31,0.0044971399636156905
AIXN,0000835662,"AIXIN LIFE INTERNATIONAL, INC.",1489427.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,4099972.889248073,2025-11-17,0.3632772801756643
AIZ,0001267238,"Assurant, Inc.",12814300000.0,Revenues,CY2025,10719049823.1557,2025-10-30,1.1954697675085024
AJG,0000354190,ARTHUR J. GALLAGHER & CO.,13942000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,67574355761.71875,2025-12-29,0.20632087191718698
AKA,0001865107,a.k.a. Brands Holding Corp.,600208000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,136310107.4306488,2025-11-02,4.403253810839896
AKAM,0001086222,"Akamai Technologies, Inc.",4208175000.0,RevenueFromContractWithCustomerIncludingAssessedTax,CY2025,10768252934.011047,2025-11-02,0.3907945908949321
AKAN,0001888014,,,,,198854040.11727905,2025-03-31,
AKBA,0001517022,"AKEBIA THERAPEUTICS, INC.",236196000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,585970544.0944805,2025-11-02,0.40308510791272184
AKR,0000899629,ACADIA REALTY TRUST,410757000.0,Revenues,CY2025,2604539900.5694485,2025-10-23,0.15770808499044048
AKTX,0001541157,,,,,1544633668771.0918,2025-11-11,
ALAB,0001736297,"Astera Labs, Inc.",852525000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,28858966275.183105,2025-10-29,0.02954107891013123
ALAR,0001725332,,,,,432151681.25,2025-03-31,
ALB,0000915913,ALBEMARLE CORPORATION,5142733000.0,Revenues,CY2025,11457610331.347961,2025-10-23,0.4488486561573411
ALC,0001167379,,,,,46953927788.26492,2025-03-31,
ALCO,0000003545,"ALICO, INC.",44066000.0,RevenueFromContractWithCustomerExcludingAssessedTax,CY2025,248244848.53271484,2025-11-05,0.1775102293580637
